date,season,opponent,home_score,away_score,attendance,status,game_pk,avg_temp_f,avg_precip_mm,n_promotions,is_promo,is_bobblehead,promotion_names,mets_wins,opp_wins,mets_losses,opp_losses,mets_win_pct,opp_win_pct,mets_streak_code,opp_streak_code,mets_streak_num,opp_streak_num,mets_games_back,opp_games_back,mets_starter_name,mets_starter_era,opp_starter_name,opp_starter_era,starter_era_diff,mets_starter_is_ace
2022-04-15,2022,Arizona Diamondbacks,10.0,3.0,43820.0,Final,662485,56.5,0.0,1,1,0,Jackie Robinson Brooklyn Dodgers Name and Number T-Shirt,6,2.0,2,5.0,0.75,0.286,W3,L1,3,-1.0,0.0,3.0,Chris Bassitt,0.0,Zach Davies,3.6,3.6,1
2022-04-16,2022,Arizona Diamondbacks,2.0,3.0,37935.0,Final,662626,56.7,0.0,1,1,0,Tom Seaver Replica Statue,6,3.0,3,5.0,0.667,0.375,L1,W1,-1,1.0,0.0,3.0,Carlos Carrasco,1.59,Zac Gallen,,,1
2022-04-17,2022,Arizona Diamondbacks,5.0,0.0,24515.0,Final,662625,48.1,0.0,0,0,0,,7,3.0,3,6.0,0.7,0.333,W1,L1,1,-1.0,0.0,4.0,David Peterson,,Humberto Castellanos,,,0
2022-04-19,2022,San Francisco Giants,3.0,1.0,27490.0,Final,662616,49.6,0.0,0,0,0,,9,7.0,3,4.0,0.75,0.636,W3,L2,3,-2.0,0.0,1.0,Max Scherzer,3.27,Logan Webb,1.29,-1.98,0
2022-04-19,2022,San Francisco Giants,5.0,4.0,,Final,662350,49.6,0.0,0,0,0,,9,7.0,3,4.0,0.75,0.636,W3,L2,3,-2.0,0.0,1.0,Tylor Megill,0.0,Alex Cobb,3.6,3.6,1
2022-04-20,2022,San Francisco Giants,2.0,5.0,30050.0,Final,662349,53.7,0.0,0,0,0,,9,8.0,4,4.0,0.692,0.667,L1,W1,-1,1.0,0.0,1.0,Chris Bassitt,0.75,Carlos Rodón,1.5,0.75,1
2022-04-21,2022,San Francisco Giants,6.0,2.0,28760.0,Final,662593,50.7,0.4,0,0,0,,10,8.0,4,5.0,0.714,0.615,W1,L1,1,-1.0,0.0,1.5,Carlos Carrasco,0.84,Anthony DeSclafani,4.32,3.4800000000000004,1
2022-04-29,2022,Philadelphia Phillies,3.0,0.0,32416.0,Final,662592,57.0,0.0,0,0,0,,15,10.0,6,11.0,0.714,0.476,W1,L1,1,-1.0,0.0,5.0,Tylor Megill,2.35,Aaron Nola,3.74,1.3900000000000001,1
2022-04-30,2022,Philadelphia Phillies,1.0,4.0,40036.0,Final,662591,59.7,0.0,1,1,1,Francisco Lindor Bobble Gnome,15,11.0,7,11.0,0.682,0.5,L1,W1,-1,1.0,0.0,4.0,Taijuan Walker,0.0,Kyle Gibson,3.47,3.47,1
2022-05-01,2022,Philadelphia Phillies,10.0,6.0,30608.0,Final,662579,56.1,0.0,0,0,0,,16,11.0,7,12.0,0.696,0.478,W1,L1,1,-1.0,0.0,5.0,Max Scherzer,1.8,Zach Eflin,3.2,1.4000000000000001,1
2022-05-02,2022,Atlanta Braves,2.0,5.0,23413.0,Final,662578,55.0,0.0,0,0,0,,16,11.0,8,13.0,0.667,0.458,L1,W1,-1,1.0,0.0,5.0,Chris Bassitt,2.25,Max Fried,3.0,0.75,1
2022-05-03,2022,Atlanta Braves,3.0,0.0,27206.0,Final,662459,55.9,0.0,0,0,0,,18,11.0,8,15.0,0.692,0.423,W2,L2,2,-2.0,0.0,7.0,Carlos Carrasco,4.5,Kyle Wright,1.12,-3.38,0
2022-05-03,2022,Atlanta Braves,5.0,4.0,,Final,662569,55.9,0.0,0,0,0,,18,11.0,8,15.0,0.692,0.423,W2,L2,2,-2.0,0.0,7.0,David Peterson,0.9,Charlie Morton,7.0,6.1,1
2022-05-04,2022,Atlanta Braves,2.0,9.0,23973.0,Final,662577,66.1,0.0,1,1,1,Trevor May Mandalorian Bobblehead,18,12.0,9,15.0,0.667,0.444,L1,W1,-1,1.0,0.0,6.0,Tylor Megill,1.93,Ian Anderson,4.66,2.7300000000000004,1
2022-05-13,2022,Seattle Mariners,1.0,2.0,36629.0,Final,662523,63.9,0.1,0,0,0,,22,15.0,12,18.0,0.647,0.455,L1,W1,-1,1.0,0.0,7.0,Max Scherzer,2.92,Marco Gonzales,3.91,0.9900000000000002,1
2022-05-14,2022,Seattle Mariners,5.0,4.0,37140.0,Final,662568,62.9,0.5,1,1,1,Polar Bear Pete Alonso Bobblehead,23,15.0,12,19.0,0.657,0.441,W1,L1,1,-1.0,0.0,7.0,Chris Bassitt,2.45,George Kirby,0.0,-2.45,1
2022-05-15,2022,Seattle Mariners,7.0,8.0,38476.0,Final,662567,62.9,0.0,1,1,0,Mr. & Mrs. Met Sidewalk Chalk,23,16.0,13,19.0,0.639,0.457,L1,W1,-1,1.0,0.0,7.0,Carlos Carrasco,3.19,Robbie Ray,4.22,1.0299999999999998,0
2022-05-17,2022,St. Louis Cardinals,3.0,4.0,27457.0,Final,662566,71.0,0.0,0,0,0,,24,20.0,14,16.0,0.632,0.556,L1,W1,-1,1.0,0.0,2.5,Taijuan Walker,3.0,Steven Matz,6.4,3.4000000000000004,0
2022-05-17,2022,St. Louis Cardinals,3.0,1.0,,Final,662507,71.0,0.0,0,0,0,,24,20.0,14,16.0,0.632,0.556,L1,W1,-1,1.0,0.0,2.5,Trevor Williams,18.0,Miles Mikolas,1.49,-16.51,0
2022-05-18,2022,St. Louis Cardinals,11.0,4.0,32798.0,Final,662554,63.6,0.0,0,0,0,,25,20.0,14,17.0,0.641,0.541,W1,L1,1,-1.0,0.0,3.5,Max Scherzer,2.66,Jordan Hicks,5.09,2.4299999999999997,1
2022-05-19,2022,St. Louis Cardinals,7.0,6.0,28801.0,Final,662520,65.5,0.0,0,0,0,,26,20.0,14,18.0,0.65,0.526,W2,L2,2,-2.0,0.0,4.0,Chris Bassitt,2.34,Dakota Hudson,3.06,0.7200000000000002,1
2022-05-27,2022,Philadelphia Phillies,8.0,6.0,30175.0,Final,662543,65.5,1.5,0,0,0,,30,21.0,17,25.0,0.638,0.457,W1,L1,1,-1.0,0.0,8.5,Carlos Carrasco,3.5,Bailey Falter,1.93,-1.57,0
2022-05-28,2022,Philadelphia Phillies,8.0,2.0,37455.0,Final,662556,71.9,0.1,0,0,0,,31,21.0,17,26.0,0.646,0.447,W2,L2,2,-2.0,0.0,9.5,Taijuan Walker,2.7,Zach Eflin,3.65,0.9499999999999997,1
2022-05-29,2022,Philadelphia Phillies,5.0,4.0,36513.0,Final,662555,69.9,0.0,0,0,0,,32,21.0,17,27.0,0.653,0.438,W3,L3,3,-3.0,0.0,10.5,Chris Bassitt,3.91,Zack Wheeler,3.38,-0.5300000000000002,0
2022-05-30,2022,Washington Nationals,13.0,5.0,22007.0,Final,662545,74.2,0.0,0,0,0,,33,18.0,17,32.0,0.66,0.36,W4,L1,4,-1.0,0.0,15.0,David Peterson,2.57,Erick Fedde,3.55,0.98,1
2022-05-31,2022,Washington Nationals,10.0,0.0,25263.0,Final,662544,84.0,0.0,0,0,0,,34,18.0,17,33.0,0.667,0.353,W5,L2,5,-2.0,0.0,16.0,Trevor Williams,7.2,Patrick Corbin,6.3,-0.9000000000000004,0
2022-06-01,2022,Washington Nationals,5.0,0.0,25417.0,Final,662457,64.4,0.0,0,0,0,,35,18.0,17,34.0,0.673,0.346,W6,L3,6,-3.0,0.0,17.0,Carlos Carrasco,3.98,Evan Lee,,,0
2022-06-14,2022,Milwaukee Brewers,4.0,0.0,28495.0,Final,662441,77.4,0.0,0,0,0,,41,34.0,22,29.0,0.651,0.54,W2,L1,2,-1.0,0.0,2.5,Chris Bassitt,4.48,Adrian Houser,3.92,-0.5600000000000005,0
2022-06-15,2022,Milwaukee Brewers,2.0,10.0,25422.0,Final,662480,71.0,0.0,0,0,0,,41,35.0,23,29.0,0.641,0.547,L1,W1,-1,1.0,0.0,1.5,David Peterson,3.37,Corbin Burnes,2.48,-0.8900000000000001,0
2022-06-16,2022,Milwaukee Brewers,5.0,4.0,25002.0,Final,662535,69.7,0.0,0,0,0,,42,35.0,23,30.0,0.646,0.538,W1,L1,1,-1.0,0.0,2.0,Tylor Megill,4.5,Aaron Ashby,4.5,0.0,0
2022-06-17,2022,Miami Marlins,10.0,4.0,36111.0,Final,662534,84.7,0.0,0,0,0,,43,28.0,23,34.0,0.652,0.452,W2,L2,2,-2.0,0.0,13.0,Carlos Carrasco,3.93,Pablo López,2.3,-1.6300000000000003,0
2022-06-18,2022,Miami Marlins,3.0,2.0,40021.0,Final,662533,65.9,0.0,0,0,0,,44,28.0,23,35.0,0.657,0.444,W3,L3,3,-3.0,0.0,14.0,Taijuan Walker,3.08,Braxton Garrett,4.0,0.9199999999999999,0
2022-06-19,2022,Miami Marlins,2.0,6.0,41255.0,Final,662532,71.3,0.0,0,0,0,,44,29.0,24,35.0,0.647,0.453,L1,W1,-1,1.0,0.0,13.0,Chris Bassitt,4.01,Sandy Alcantara,1.68,-2.33,0
2022-06-20,2022,Miami Marlins,6.0,0.0,34947.0,Final,662522,77.9,0.0,0,0,0,,45,29.0,24,36.0,0.652,0.446,W1,L1,1,-1.0,0.0,14.0,David Peterson,4.05,Trevor Rogers,5.87,1.8200000000000003,0
2022-06-28,2022,Houston Astros,1.0,9.0,36673.0,Final,662521,75.1,0.0,0,0,0,,47,46.0,28,27.0,0.627,0.63,L2,W1,-2,1.0,0.0,0.0,Carlos Carrasco,4.42,Framber Valdez,2.9,-1.52,0
2022-06-29,2022,Houston Astros,0.0,2.0,29230.0,Final,662440,76.2,0.0,0,0,0,,47,47.0,29,27.0,0.618,0.635,L3,W2,-3,2.0,0.0,0.0,Taijuan Walker,3.03,Justin Verlander,2.22,-0.8099999999999996,0
2022-07-01,2022,Texas Rangers,4.0,3.0,35639.0,Final,662439,82.1,0.0,0,0,0,,48,36.0,29,39.0,0.623,0.48,W1,L2,1,-2.0,0.0,12.5,David Peterson,3.35,Glenn Otto Jr.,5.31,1.9599999999999995,0
2022-07-02,2022,Texas Rangers,3.0,7.0,26494.0,Final,662456,76.2,2.8,0,0,0,,48,37.0,30,39.0,0.615,0.487,L1,W1,-1,1.0,0.0,12.5,Trevor Williams,4.88,Martín Pérez,2.22,-2.6599999999999997,0
2022-07-03,2022,Texas Rangers,4.0,1.0,25241.0,Final,662509,81.9,0.0,0,0,0,,49,37.0,30,40.0,0.62,0.481,W1,L1,1,-1.0,0.0,13.5,Carlos Carrasco,4.85,Jon Gray,3.89,-0.9599999999999995,0
2022-07-07,2022,Miami Marlins,10.0,0.0,30555.0,Final,662508,75.9,0.0,0,0,0,,52,39.0,31,42.0,0.627,0.481,W2,L2,2,-2.0,0.0,12.0,Trevor Williams,5.86,Daniel Castano,2.86,-3.0000000000000004,0
2022-07-08,2022,Miami Marlins,2.0,5.0,25208.0,Final,662498,77.4,0.0,0,0,0,,52,40.0,32,42.0,0.619,0.488,L1,W1,-1,1.0,0.0,11.0,Chris Bassitt,4.01,Pablo López,2.97,-1.0399999999999996,0
2022-07-09,2022,Miami Marlins,5.0,4.0,43336.0,Final,662497,78.0,0.0,1,1,1,Keith Hernandez Bobblehead,53,40.0,32,43.0,0.624,0.482,W1,L1,1,-1.0,0.0,12.0,Carlos Carrasco,4.64,Braxton Garrett,4.25,-0.3899999999999997,0
2022-07-10,2022,Miami Marlins,0.0,2.0,34774.0,Final,662496,75.8,0.0,0,0,0,,53,41.0,33,43.0,0.616,0.488,L1,W1,-1,1.0,0.0,11.0,Taijuan Walker,2.86,Sandy Alcantara,1.82,-1.0399999999999998,1
2022-07-22,2022,San Diego Padres,1.0,4.0,36855.0,Final,662481,85.4,0.0,0,0,0,,58,53.0,36,42.0,0.617,0.558,L2,W1,-2,1.0,0.0,10.5,Max Scherzer,2.22,Yu Darvish,3.41,1.19,1
2022-07-23,2022,San Diego Padres,1.0,2.0,39359.0,Final,662495,86.5,0.0,0,0,0,,58,54.0,37,42.0,0.611,0.563,L3,W2,-3,2.0,0.0,10.5,Chris Bassitt,3.79,Blake Snell,5.22,1.4299999999999997,0
2022-07-24,2022,San Diego Padres,8.0,5.0,35475.0,Final,662458,88.7,0.0,1,1,1,Gil Hodges Bobblehead,59,54.0,37,43.0,0.615,0.557,W1,L1,1,-1.0,0.0,11.5,Carlos Carrasco,4.27,Joe Musgrove,2.42,-1.8499999999999996,0
2022-07-26,2022,New York Yankees,6.0,3.0,42364.0,Final,662438,79.2,0.0,0,0,0,,60,66.0,37,32.0,0.619,0.673,W2,L1,2,-1.0,0.0,0.0,Taijuan Walker,2.55,Jordan Montgomery,3.24,0.6900000000000004,1
2022-07-27,2022,New York Yankees,3.0,2.0,43693.0,Final,662420,79.5,0.0,0,0,0,,61,66.0,37,33.0,0.622,0.667,W3,L2,3,-2.0,0.0,0.0,Max Scherzer,2.28,Domingo Germán,15.0,12.72,1
2022-08-04,2022,Atlanta Braves,6.0,4.0,38693.0,Final,662419,83.7,0.0,0,0,0,,67,63.0,38,43.0,0.638,0.594,W2,L2,2,-2.0,0.0,4.5,Carlos Carrasco,3.79,Kyle Wright,2.93,-0.8599999999999999,0
2022-08-05,2022,Atlanta Braves,6.0,9.0,40305.0,Final,662418,84.9,0.0,0,0,0,,67,64.0,39,43.0,0.632,0.598,L1,W1,-1,1.0,0.0,3.5,Taijuan Walker,2.79,Ian Anderson,4.99,2.2,1
2022-08-06,2022,Atlanta Braves,6.0,2.0,37452.0,Final,662417,82.6,0.0,1,1,1,Jacob deGrom Strikeout Counter Bobblehead,69,64.0,39,45.0,0.639,0.587,W2,L2,2,-2.0,0.0,5.5,Max Scherzer,2.13,Max Fried,2.58,0.4500000000000002,1
2022-08-06,2022,Atlanta Braves,8.0,5.0,37790.0,Final,662499,82.6,0.0,1,1,1,Jacob deGrom Strikeout Counter Bobblehead,69,64.0,39,45.0,0.639,0.587,W2,L2,2,-2.0,0.0,5.5,David Peterson,3.43,Jake Odorizzi,3.75,0.31999999999999984,0
2022-08-07,2022,Atlanta Braves,5.0,2.0,37717.0,Final,662416,84.0,0.2,0,0,0,,70,64.0,39,46.0,0.642,0.582,W3,L3,3,-3.0,0.0,6.5,Jacob deGrom,1.8,Spencer Strider,3.02,1.22,1
2022-08-08,2022,Cincinnati Reds,5.0,1.0,28448.0,Final,662445,83.2,0.0,0,0,0,,71,44.0,39,64.0,0.645,0.407,W4,L1,4,-1.0,0.0,16.0,Chris Bassitt,3.61,Justin Dunn,,,0
2022-08-09,2022,Cincinnati Reds,6.0,2.0,30816.0,Final,662444,86.7,0.6,0,0,0,,72,44.0,39,65.0,0.649,0.404,W5,L2,5,-2.0,0.0,16.0,Carlos Carrasco,3.82,Mike Minor,6.19,2.3700000000000006,0
2022-08-10,2022,Cincinnati Reds,10.0,2.0,36883.0,Final,662443,81.7,0.0,0,0,0,,73,44.0,39,66.0,0.652,0.4,W6,L3,6,-3.0,0.0,17.0,Taijuan Walker,3.45,T.J. Zeuch,,,0
2022-08-12,2022,Philadelphia Phillies,1.0,2.0,38467.0,Final,662434,81.3,0.0,0,0,0,,73,63.0,40,49.0,0.646,0.563,L1,W1,-1,1.0,0.0,9.5,Max Scherzer,1.98,Ranger Suarez,3.68,1.7000000000000002,1
2022-08-13,2022,Philadelphia Phillies,1.0,0.0,43857.0,Final,662428,78.2,0.0,1,1,1,Ron Darling Bobblehead,74,63.0,40,50.0,0.649,0.558,W1,L1,1,-1.0,0.0,10.5,Jacob deGrom,2.53,Aaron Nola,3.17,0.6400000000000001,1
2022-08-14,2022,Philadelphia Phillies,6.0,0.0,40513.0,Final,662427,75.8,0.0,0,0,0,,75,63.0,40,51.0,0.652,0.553,W2,L2,2,-2.0,0.0,11.5,Chris Bassitt,3.39,Zack Wheeler,2.63,-0.7600000000000002,0
2022-08-25,2022,Colorado Rockies,3.0,1.0,37377.0,Final,662433,81.7,0.0,0,0,0,,80,54.0,46,72.0,0.635,0.429,W1,L2,1,-2.0,0.0,33.5,Jacob deGrom,2.31,Ryan Feltner,6.24,3.93,1
2022-08-26,2022,Colorado Rockies,7.0,6.0,32447.0,Final,662432,79.4,0.0,1,1,1,Max Scherzer Strikeout Counter Bobblehead,81,54.0,46,73.0,0.638,0.425,W2,L3,2,-3.0,0.0,34.5,Chris Bassitt,3.26,Chad Kuhl,5.16,1.9000000000000004,0
2022-08-27,2022,Colorado Rockies,3.0,0.0,42617.0,Final,662442,81.2,0.0,0,0,0,,82,54.0,46,74.0,0.641,0.422,W3,L4,3,-4.0,0.0,34.5,David Peterson,3.33,Kyle Freeland,4.93,1.5999999999999996,0
2022-08-28,2022,Colorado Rockies,0.0,1.0,36396.0,Final,662446,76.6,0.1,0,0,0,,82,55.0,47,74.0,0.636,0.426,L1,W1,-1,1.0,0.0,34.5,Max Scherzer,2.33,Germán Márquez,5.22,2.8899999999999997,1
2022-08-30,2022,Los Angeles Dodgers,3.0,4.0,40607.0,Final,662426,79.1,0.0,0,0,0,,82,90.0,48,38.0,0.631,0.703,L2,W3,-2,3.0,0.0,0.0,Taijuan Walker,3.38,Andrew Heaney,1.94,-1.44,0
2022-08-31,2022,Los Angeles Dodgers,2.0,1.0,41799.0,Final,662447,80.8,0.0,0,0,0,,83,90.0,48,39.0,0.634,0.698,W1,L1,1,-1.0,0.0,0.0,Jacob deGrom,2.15,Tyler Anderson,2.71,0.56,1
2022-09-01,2022,Los Angeles Dodgers,5.0,3.0,36908.0,Final,662410,81.6,0.0,0,0,0,,84,90.0,48,40.0,0.636,0.692,W2,L2,2,-2.0,0.0,0.0,Chris Bassitt,3.34,Clayton Kershaw,2.64,-0.6999999999999997,0
2022-09-02,2022,Washington Nationals,7.0,3.0,33630.0,Final,662409,73.5,0.0,0,0,0,,85,45.0,48,87.0,0.639,0.341,W3,L1,3,-1.0,0.0,39.5,David Peterson,3.09,Josiah Gray,4.67,1.58,0
2022-09-03,2022,Washington Nationals,1.0,7.0,33509.0,Final,662425,74.3,0.0,0,0,0,,85,46.0,49,87.0,0.634,0.346,L1,W1,-1,1.0,0.0,38.5,Max Scherzer,2.27,Patrick Corbin,6.56,4.289999999999999,1
2022-09-04,2022,Washington Nationals,1.0,7.0,31711.0,Final,662424,79.6,0.0,0,0,0,,85,47.0,50,87.0,0.63,0.351,L2,W2,-2,2.0,0.0,37.5,Carlos Carrasco,3.92,Erick Fedde,5.29,1.37,0
2022-09-12,2022,Chicago Cubs,2.0,5.0,28081.0,Final,662423,78.8,0.0,0,0,0,,89,59.0,53,82.0,0.627,0.418,L1,W1,-1,1.0,0.0,24.0,Chris Bassitt,3.24,Javier Assad,2.51,-0.7300000000000004,0
2022-09-13,2022,Chicago Cubs,1.0,4.0,26435.0,Final,662430,74.7,0.1,0,0,0,,89,60.0,54,82.0,0.622,0.423,L2,W2,-2,2.0,0.0,23.0,Jacob deGrom,1.66,Adrian Sampson,4.06,2.3999999999999995,1
2022-09-14,2022,Chicago Cubs,3.0,6.0,28522.0,Final,662422,75.2,0.0,1,1,1,Sparky and Mr. Met Bobblehead,89,61.0,55,82.0,0.618,0.427,L3,W3,-3,3.0,0.0,23.0,David Peterson,3.38,Drew Smyly,3.57,0.18999999999999995,0
2022-09-15,2022,Pittsburgh Pirates,7.0,1.0,25683.0,Final,662398,68.2,0.0,0,0,0,,90,55.0,55,89.0,0.621,0.382,W1,L1,1,-1.0,0.0,29.0,Carlos Carrasco,3.8,JT Brubaker,4.36,0.5600000000000005,0
2022-09-16,2022,Pittsburgh Pirates,4.0,3.0,28928.0,Final,662404,70.5,0.0,0,0,0,,91,55.0,55,90.0,0.623,0.379,W2,L2,2,-2.0,0.0,30.0,Taijuan Walker,3.48,Mitch Keller,4.05,0.5699999999999998,0
2022-09-17,2022,Pittsburgh Pirates,5.0,1.0,40111.0,Final,662403,68.8,0.0,1,1,1,Gary Cohen Bobblehead,92,55.0,55,91.0,0.626,0.377,W3,L3,3,-3.0,0.0,31.5,Chris Bassitt,3.44,Bryse Wilson,6.72,3.28,0
2022-09-18,2022,Pittsburgh Pirates,7.0,3.0,36291.0,Final,662402,77.9,0.0,0,0,0,,93,55.0,55,92.0,0.628,0.374,W4,L4,4,-4.0,0.0,31.5,Jacob deGrom,2.01,Johan Oviedo,4.3,2.29,1
2022-09-27,2022,Miami Marlins,4.0,6.0,29067.0,Final,662401,66.4,0.0,0,0,0,,97,64.0,58,90.0,0.626,0.416,L1,W1,-1,1.0,0.0,32.5,Carlos Carrasco,3.79,Pablo López,3.88,0.08999999999999986,0
2022-09-28,2022,Miami Marlins,5.0,4.0,28228.0,Final,662400,66.4,0.0,0,0,0,,98,64.0,58,91.0,0.628,0.413,W1,L1,1,-1.0,0.0,33.5,Taijuan Walker,3.53,Jesús Luzardo,3.57,0.040000000000000036,0
2022-10-04,2022,Washington Nationals,8.0,0.0,23649.0,Final,661095,55.9,2.6,0,0,0,,100,55.0,61,106.0,0.621,0.342,W2,L4,2,-4.0,1.0,46.0,Taijuan Walker,3.59,Paolo Espino,5.08,1.4900000000000002,0
2022-10-04,2022,Washington Nationals,4.0,2.0,,Final,661094,55.9,2.6,0,0,0,,100,55.0,61,106.0,0.621,0.342,W2,L4,2,-4.0,1.0,46.0,Carlos Carrasco,3.95,Cory Abbott,5.91,1.96,0
2022-10-05,2022,Washington Nationals,9.0,2.0,27298.0,Final,662488,60.0,0.0,0,0,0,,101,55.0,61,107.0,0.623,0.34,W3,L5,3,-5.0,0.0,46.0,Trevor Williams,4.19,Erick Fedde,5.27,1.0799999999999992,0
2023-04-07,2023,Miami Marlins,9.0,3.0,43590.0,Final,718693,51.4,0.0,0,0,0,,4,3.0,4,5.0,0.5,0.375,W1,L1,1,-1.0,2.0,3.0,Tylor Megill,3.6,Edward Cabrera,4.5,0.8999999999999999,0
2023-04-08,2023,Miami Marlins,5.0,2.0,42306.0,Final,718661,46.2,0.0,1,1,0,Citi Field Replica,5,3.0,4,6.0,0.556,0.333,W2,L2,2,-2.0,1.0,3.0,Kodai Senga,1.69,Trevor Rogers,6.23,4.540000000000001,1
2023-04-09,2023,Miami Marlins,2.0,7.0,33697.0,Final,718647,45.7,0.0,0,0,0,,5,4.0,5,6.0,0.5,0.4,L1,W1,-1,1.0,1.0,2.0,Carlos Carrasco,11.25,Braxton Garrett,,,0
2023-04-10,2023,San Diego Padres,5.0,0.0,30244.0,Final,718634,52.5,0.0,0,0,0,,6,6.0,5,5.0,0.545,0.545,W1,L1,1,-1.0,1.0,1.0,Max Scherzer,6.35,Yu Darvish,1.8,-4.55,0
2023-04-11,2023,San Diego Padres,2.0,4.0,30769.0,Final,718621,69.0,0.0,0,0,0,,6,7.0,6,5.0,0.5,0.583,L1,W1,-1,1.0,2.0,0.0,David Peterson,6.0,Ryan Weathers,3.6,-2.4,0
2023-04-12,2023,San Diego Padres,5.0,2.0,34876.0,Final,718610,77.0,0.0,0,0,0,,7,7.0,6,6.0,0.538,0.538,W1,L1,1,-1.0,2.0,1.0,Tylor Megill,1.64,Blake Snell,7.88,6.24,1
2023-04-25,2023,Washington Nationals,0.0,5.0,20507.0,Final,718431,55.1,0.0,0,0,0,,14,8.0,10,14.0,0.583,0.364,L3,W1,-3,1.0,2.0,7.0,José Buttó,1.8,Josiah Gray,3.74,1.9400000000000002,1
2023-04-26,2023,Washington Nationals,1.0,4.0,20191.0,Final,718412,52.9,0.0,0,0,0,,14,9.0,11,14.0,0.56,0.391,L4,W2,-4,2.0,3.0,7.0,Kodai Senga,4.29,MacKenzie Gore,3.43,-0.8599999999999999,0
2023-04-27,2023,Washington Nationals,9.0,8.0,20726.0,Final,718398,53.5,0.0,0,0,0,,15,9.0,11,15.0,0.577,0.375,W1,L1,1,-1.0,2.0,7.0,Joey Lucchesi,0.0,Trevor Williams,3.38,3.38,1
2023-05-01,2023,Atlanta Braves,5.0,3.0,27603.0,Final,718361,56.6,0.0,0,0,0,,16,19.0,13,10.0,0.552,0.655,W1,L1,1,-1.0,3.0,0.0,Tylor Megill,3.96,Charlie Morton,2.76,-1.2000000000000002,0
2023-05-01,2023,Atlanta Braves,8.0,9.0,,Final,718352,56.6,0.0,0,0,0,,16,19.0,13,10.0,0.552,0.655,W1,L1,1,-1.0,3.0,0.0,Denyi Reyes,,Spencer Strider,1.8,,0
2023-05-05,2023,Colorado Rockies,1.0,0.0,25854.0,Final,718302,55.2,0.9,0,0,0,,17,12.0,16,21.0,0.515,0.364,W1,L1,1,-1.0,5.0,7.0,Kodai Senga,4.15,Antonio Senzatela,,,0
2023-05-06,2023,Colorado Rockies,2.0,5.0,35692.0,Final,718290,65.2,0.0,2,1,0,Handmade by Robots Knit Series Mrs. Met; Mental Health Awareness Day,17,13.0,17,21.0,0.5,0.382,L1,W1,-1,1.0,6.0,7.0,Tylor Megill,4.11,Austin Gomber,7.57,3.46,0
2023-05-07,2023,Colorado Rockies,6.0,13.0,36501.0,Final,718276,63.9,0.0,0,0,0,,17,14.0,18,21.0,0.486,0.4,L2,W2,-2,2.0,7.0,7.0,Joey Lucchesi,3.86,Ryan Feltner,4.45,0.5900000000000003,0
2023-05-16,2023,Tampa Bay Rays,5.0,8.0,28296.0,Final,718150,75.0,0.0,0,0,0,,20,32.0,23,11.0,0.465,0.744,L2,W2,-2,2.0,6.5,0.0,Justin Verlander,2.25,Jalen Beeks,1.29,-0.96,1
2023-05-17,2023,Tampa Bay Rays,8.0,7.0,29695.0,Final,718135,60.0,0.0,0,0,0,,21,32.0,23,12.0,0.477,0.727,W1,L1,1,-1.0,6.5,0.0,Kodai Senga,4.14,Josh Fleming,15.0,10.86,0
2023-05-18,2023,Tampa Bay Rays,3.0,2.0,29946.0,Final,718122,54.9,0.0,0,0,0,,22,32.0,23,13.0,0.489,0.711,W2,L2,2,-2.0,6.0,0.0,Tylor Megill,4.02,Taj Bradley,3.52,-0.49999999999999956,0
2023-05-19,2023,Cleveland Guardians,10.0,9.0,35010.0,Final,718119,60.5,0.0,0,0,0,,23,20.0,23,24.0,0.5,0.455,W3,L1,3,-1.0,6.0,3.5,Carlos Carrasco,8.56,Cal Quantrill,3.97,-4.59,0
2023-05-21,2023,Cleveland Guardians,2.0,1.0,29862.0,Final,718082,67.6,0.0,0,0,0,,25,20.0,23,26.0,0.521,0.435,W5,L3,5,-3.0,5.0,4.5,Justin Verlander,4.76,Shane Bieber,3.2,-1.5599999999999996,0
2023-05-21,2023,Cleveland Guardians,5.0,4.0,39995.0,Final,718099,67.6,0.0,0,0,0,,25,20.0,23,26.0,0.521,0.435,W5,L3,5,-3.0,5.0,4.5,Max Scherzer,4.88,Tanner Bibee,3.22,-1.6599999999999997,0
2023-05-30,2023,Philadelphia Phillies,2.0,0.0,36236.0,Final,717962,63.4,0.0,0,0,0,,28,25.0,27,29.0,0.509,0.463,W1,L2,1,-2.0,4.0,6.5,Kodai Senga,3.94,Ranger Suarez,9.82,5.880000000000001,0
2023-05-31,2023,Philadelphia Phillies,4.0,1.0,39641.0,Final,717944,67.0,0.0,1,1,1,Howie Rose Sound Bobblehead,29,25.0,27,30.0,0.518,0.455,W2,L3,2,-3.0,4.0,7.5,Carlos Carrasco,6.75,Aaron Nola,4.59,-2.16,0
2023-06-01,2023,Philadelphia Phillies,4.0,2.0,38302.0,Final,717934,71.8,0.0,0,0,0,,30,25.0,27,31.0,0.526,0.446,W3,L4,3,-4.0,3.5,8.0,Max Scherzer,3.54,Taijuan Walker,5.57,2.0300000000000002,0
2023-06-02,2023,Toronto Blue Jays,0.0,3.0,42637.0,Final,717929,74.5,0.0,0,0,0,,30,31.0,28,27.0,0.517,0.534,L1,W2,-1,2.0,3.5,9.0,Justin Verlander,4.8,Chris Bassitt,3.8,-1.0,0
