date,season,opponent,home_score,away_score,attendance,status,game_pk,avg_temp_f,avg_precip_mm,n_promotions,is_promo,is_bobblehead,promotion_names,mets_wins,opp_wins,mets_losses,opp_losses,mets_win_pct,opp_win_pct,mets_streak_code,opp_streak_code,mets_streak_num,opp_streak_num,mets_games_back,opp_games_back,mets_starter_name,mets_starter_era,opp_starter_name,opp_starter_era,starter_era_diff,mets_starter_is_ace
2025-08-04,2025,Cleveland Guardians,6.0,7.0,37886.0,Final,776876,83.7,0.0,0,0,0,,63,57.0,50,55.0,0.558,0.509,L2,W1,-2,1.0,1.5,8.0,Sean Manaea,1.93,Slade Cecconi,3.77,1.84,1
2025-08-05,2025,Cleveland Guardians,2.0,3.0,39895.0,Final,776863,80.8,0.0,0,0,0,,63,58.0,51,55.0,0.553,0.513,L3,W2,-3,2.0,2.5,7.0,Clay Holmes,3.45,Logan Allen,4.1,0.6499999999999995,0
2025-08-06,2025,Cleveland Guardians,1.0,4.0,40072.0,Final,776846,75.9,0.0,0,0,0,,63,59.0,52,55.0,0.548,0.518,L4,W3,-4,3.0,2.5,6.0,David Peterson,2.83,Gavin Williams,3.33,0.5,1
2025-08-12,2025,Atlanta Braves,13.0,5.0,39748.0,Final,776772,81.5,0.0,0,0,0,,64,51.0,55,68.0,0.538,0.429,W1,L1,1,-1.0,5.0,18.0,Clay Holmes,3.46,Spencer Strider,4.04,0.5800000000000001,0
2025-08-13,2025,Atlanta Braves,6.0,11.0,38647.0,Final,776756,80.5,0.1,1,1,1,Mrs. Met Gives Back Bobblehead,64,52.0,56,68.0,0.533,0.433,L1,W1,-1,1.0,5.0,17.0,David Peterson,2.98,Carlos Carrasco,5.82,2.8400000000000003,1
2025-08-14,2025,Atlanta Braves,3.0,4.0,41782.0,Final,776748,86.2,0.0,2,1,0,Player Replica Jersey; Fireworks Night,64,53.0,57,68.0,0.529,0.438,L2,W2,-2,2.0,5.0,16.0,Kodai Senga,2.3,Bryce Elder,6.12,3.8200000000000003,1
2025-08-15,2025,Seattle Mariners,9.0,11.0,41200.0,Final,776736,84.1,0.0,1,1,0,Shea Stadium Replica,64,68.0,58,55.0,0.525,0.553,L3,W1,-3,1.0,6.0,0.5,Sean Manaea,4.56,Luis Castillo,3.19,-1.3699999999999997,0
2025-08-16,2025,Seattle Mariners,3.0,1.0,42978.0,Final,776726,80.3,0.1,1,1,1,Juan Soto Bobblehead,65,68.0,58,56.0,0.528,0.548,W1,L1,1,-1.0,5.0,1.5,Nolan McLean,,Bryan Woo,3.08,,0
2025-08-25,2025,Philadelphia Phillies,13.0,3.0,41983.0,Final,776598,84.5,0.0,0,0,0,,70,76.0,61,55.0,0.534,0.58,W1,L1,1,-1.0,6.0,0.0,Kodai Senga,2.58,Cristopher Sánchez,2.46,-0.1200000000000001,1
2025-08-26,2025,Philadelphia Phillies,6.0,5.0,41914.0,Final,776585,76.3,0.0,1,1,0,SNY Players Pins,71,76.0,61,56.0,0.538,0.576,W2,L2,2,-2.0,5.0,0.0,Sean Manaea,5.4,Jesús Luzardo,4.1,-1.3000000000000007,0
2025-08-27,2025,Philadelphia Phillies,6.0,0.0,41893.0,Final,776566,75.0,0.0,0,0,0,,72,76.0,61,57.0,0.541,0.571,W3,L3,3,-3.0,4.0,0.0,Nolan McLean,1.46,Taijuan Walker,3.39,1.9300000000000002,1
2025-08-28,2025,Miami Marlins,4.0,7.0,37975.0,Final,776558,72.6,0.3,1,1,0,Fireworks Night,72,63.0,62,71.0,0.537,0.47,L1,W1,-1,1.0,5.0,14.0,Clay Holmes,3.6,Adam Mazur,6.35,2.7499999999999996,0
2025-08-29,2025,Miami Marlins,19.0,9.0,42112.0,Final,776548,76.4,0.0,1,1,0,Peanuts Day,73,63.0,62,72.0,0.541,0.467,W1,L1,1,-1.0,5.0,15.0,Jonah Tong,,Eury Pérez,3.44,,0
2025-08-30,2025,Miami Marlins,8.0,11.0,42726.0,Final,776535,76.3,0.0,1,1,1,Francisco Lindor Bobblehead,73,64.0,63,72.0,0.537,0.471,L1,W1,-1,1.0,6.0,15.0,David Peterson,3.18,Edward Cabrera,3.32,0.13999999999999968,0
2025-08-31,2025,Miami Marlins,1.0,5.0,43302.0,Final,776519,73.8,0.0,0,0,0,,73,65.0,64,72.0,0.533,0.474,L2,W2,-2,2.0,6.0,14.0,Kodai Senga,2.73,Sandy Alcantara,5.87,3.14,1
2025-09-12,2025,Texas Rangers,3.0,8.0,41040.0,Final,776359,74.8,0.0,0,0,0,,76,78.0,72,70.0,0.514,0.527,L7,W5,-7,5.0,12.0,2.0,Jonah Tong,4.09,Jacob deGrom,2.78,-1.31,0
2025-09-13,2025,Texas Rangers,2.0,3.0,41752.0,Final,776349,71.3,0.0,1,1,1,Mrs. Met Taxicab Bobblehead,76,79.0,73,70.0,0.51,0.53,L8,W6,-8,6.0,13.0,2.0,Brandon Sproat,4.5,Patrick Corbin,4.36,-0.13999999999999968,0
2025-09-14,2025,Texas Rangers,5.0,2.0,40024.0,Final,776335,75.8,0.0,1,1,0,Color-In Lunchbox,77,79.0,73,71.0,0.513,0.527,W1,L1,1,-1.0,12.0,3.0,Nolan McLean,1.42,Jacob Latz,2.73,1.31,1
2025-09-16,2025,San Diego Padres,8.0,3.0,41819.0,Final,776304,70.2,0.0,0,0,0,,78,82.0,73,69.0,0.517,0.543,W2,L1,2,-1.0,12.5,2.0,Clay Holmes,3.75,Michael King,2.87,-0.8799999999999999,0
2025-09-17,2025,San Diego Padres,4.0,7.0,41783.0,Final,776288,67.6,0.1,1,1,1,Francisco Lindor Bobblehead,78,83.0,74,69.0,0.513,0.546,L1,W1,-1,1.0,12.5,2.0,David Peterson,3.77,Nick Pivetta,2.73,-1.04,0
2025-09-18,2025,San Diego Padres,6.0,1.0,38127.0,Final,776276,76.8,0.0,0,0,0,,79,83.0,74,70.0,0.516,0.542,W1,L1,1,-1.0,12.0,3.0,Jonah Tong,8.49,Randy Vásquez,3.69,-4.800000000000001,0
2025-09-19,2025,Washington Nationals,12.0,6.0,39484.0,Final,776259,80.9,0.0,1,1,0,Pop-up Home Run Apple Figurine,80,62.0,74,92.0,0.519,0.403,W2,L5,2,-5.0,12.0,30.0,Brandon Sproat,2.25,Andrew Alvarez,1.15,-1.1,1
2025-09-20,2025,Washington Nationals,3.0,5.0,43412.0,Final,776252,70.9,0.0,1,1,0,Long Sleeve T-Shirt,80,63.0,75,92.0,0.516,0.406,L1,W1,-1,1.0,12.0,29.0,Nolan McLean,1.19,Cade Cavalli,4.76,3.57,1
2025-09-21,2025,Washington Nationals,2.0,3.0,42960.0,Final,776237,66.6,0.0,0,0,0,,80,64.0,76,92.0,0.513,0.41,L2,W2,-2,2.0,12.0,28.0,Sean Manaea,5.98,Jake Irvin,5.76,-0.22000000000000064,0
